Date,Order#,Type,SKU,Product Name,Size,QTY,Retail,Total,Current Price,Discount,Sub Total,Voucher,Grand Total,Month,day_of_month
2024-01-18,ORD-000143,Website-Online,SKU-000014,Raka Jacket 012,L,1,378000,378000,262000,116000,262000,0,262000,2024-01-01,18
2024-01-19,ORD-000146,Store,SKU-000116,Nara Skirt 104,M,1,340000,340000,340000,0,340000,0,340000,2024-01-01,19
2024-01-20,ORD-000160,Website-Online,SKU-000044,Iris Outer 110,M,1,646000,646000,460000,186000,460000,0,460000,2024-01-01,20
2024-01-20,ORD-000157,Website-Online,SKU-000068,Nova Blouse 055,XL,1,348000,348000,348000,0,348000,0,348000,2024-01-01,20
2024-01-20,ORD-000155,Website-Online,SKU-000012,Iris Outer 010,M,1,358000,358000,268000,90000,268000,0,268000,2024-01-01,20
2024-01-20,ORD-000154,Website-Online,SKU-000086,Nara Vest 071,L,1,388000,388000,388000,0,388000,0,388000,2024-01-01,20
2024-01-21,ORD-000162,Store,SKU-000126,Alya Vest 112,L,1,313000,313000,197000,116000,197000,0,197000,2024-01-01,21
2024-01-22,ORD-000170,Store,SKU-000102,Orion Shirt 116,M,1,329000,329000,229000,100000,229000,0,229000,2024-01-01,22
2024-01-23,ORD-000172,Website-Online,SKU-000133,Sol Vest 118,L,1,359000,359000,248000,111000,248000,0,248000,2024-01-01,23
2024-01-24,ORD-000198,Event,SKU-000149,Luna Jacket 134,XL,1,402000,402000,402000,0,402000,0,402000,2024-01-01,24
2024-01-24,ORD-000196,Event,SKU-000137,Vela Shirt 121,ALL SIZE,1,54000,54000,54000,0,54000,0,54000,2024-01-01,24
2024-01-24,ORD-000196,Event,SKU-000144,Nova Pants 129,ALL SIZE,3,98000,294000,98000,0,294000,0,294000,2024-01-01,24
2024-01-24,ORD-000191,Event,SKU-000141,Aster Skirt 123,M,1,313000,313000,159000,154000,159000,55000,104000,2024-01-01,24
2024-01-24,ORD-000182,Event,SKU-000126,Aster Skirt 123,L,1,313000,313000,159000,154000,159000,55000,104000,2024-01-01,24
2024-01-24,ORD-000195,Event,SKU-000144,Nova Pants 129,ALL SIZE,1,98000,98000,98000,0,98000,0,98000,2024-01-01,24
2024-01-24,ORD-000177,E-Commerce,,Alya Shirt 006,,1,332000,332000,332000,0,332000,0,332000,2024-01-01,24
2024-01-24,ORD-000186,Event,SKU-000140,Mika Skirt 125,ALL SIZE,1,225000,225000,0,225000,0,0,0,2024-01-01,24
2024-01-24,ORD-000202,Event,SKU-000032,Vela Blouse 136,M,1,355000,355000,355000,0,355000,0,355000,2024-01-01,24
2024-01-24,ORD-000193,Event,SKU-000052,Iris Dress 008,L,1,315000,315000,193000,122000,193000,0,193000,2024-01-01,24
2024-01-24,ORD-000179,Website-Online,SKU-000081,Sora Tee 073,ALL SIZE,1,299000,299000,299000,0,299000,0,299000,2024-01-01,24
2024-01-24,ORD-000186,Event,SKU-000025,Sol Dress 109,XL,1,426000,426000,426000,0,426000,0,426000,2024-01-01,24
2024-01-24,ORD-000176,Website-Online,SKU-000096,Iris Blouse 027,S,1,447000,447000,447000,0,447000,0,447000,2024-01-01,24
2024-01-24,ORD-000192,Event,SKU-000143,Luna Shirt 093,S,1,277000,277000,141000,136000,141000,0,141000,2024-01-01,24
2024-01-25,ORD-000220,Event,SKU-000145,Nova Shirt 130,ALL SIZE,1,163000,163000,163000,0,163000,0,163000,2024-01-01,25
2024-01-25,ORD-000223,Event,SKU-000147,Raven Shirt 132,ALL SIZE,1,138000,138000,138000,0,138000,0,138000,2024-01-01,25
2024-01-25,ORD-000222,Event,SKU-000137,Vela Shirt 121,ALL SIZE,1,54000,54000,54000,0,54000,0,54000,2024-01-01,25
2024-01-25,ORD-000233,Event,SKU-000157,Vela Vest 143,M,1,364000,364000,185000,179000,185000,0,185000,2024-01-01,25
2024-01-25,ORD-000226,Event,SKU-000144,Nova Pants 129,ALL SIZE,1,98000,98000,98000,0,98000,0,98000,2024-01-01,25
2024-01-25,ORD-000223,Event,SKU-000145,Nova Shirt 130,ALL SIZE,1,163000,163000,163000,0,163000,0,163000,2024-01-01,25
2024-01-25,ORD-000232,Event,SKU-000137,Vela Shirt 121,ALL SIZE,1,54000,54000,54000,0,54000,0,54000,2024-01-01,25
2024-01-25,ORD-000223,Event,SKU-000137,Vela Shirt 121,ALL SIZE,1,54000,54000,54000,0,54000,0,54000,2024-01-01,25
2024-01-25,ORD-000227,Event,SKU-000145,Nova Shirt 130,ALL SIZE,1,163000,163000,163000,0,163000,0,163000,2024-01-01,25
2024-01-25,ORD-000216,Event,SKU-000152,Sora Top 140,M,1,341000,341000,190000,151000,190000,0,190000,2024-01-01,25
2024-01-25,ORD-000220,Event,SKU-000155,Iris Pants 141,L,1,257000,257000,257000,0,257000,0,257000,2024-01-01,25
2024-01-25,ORD-000211,Event,SKU-000107,Luna Skirt 139,L,1,288000,288000,144000,144000,144000,46000,98000,2024-01-01,25
2024-01-26,ORD-000268,Event,SKU-000173,Mika Vest 152,L-XL,1,480000,480000,436000,44000,436000,301000,135000,2024-01-01,26
2024-01-26,ORD-000252,Event,SKU-000146,Elara Outer 131,ALL SIZE,1,204000,204000,204000,0,204000,0,204000,2024-01-01,26
2024-01-26,ORD-000308,E-Commerce,,Alya Shirt 006,,1,332000,332000,332000,0,332000,0,332000,2024-01-01,26
2024-01-26,ORD-000310,Event,SKU-000040,Raven Skirt 014,M,1,361000,361000,183000,178000,183000,0,183000,2024-01-01,26
2024-01-26,ORD-000262,Event,SKU-000170,Kairo Vest 149,S-M,1,508000,508000,462000,46000,462000,301000,161000,2024-01-01,26
2024-01-26,ORD-000248,Event,SKU-000137,Vela Shirt 121,ALL SIZE,1,54000,54000,54000,0,54000,0,54000,2024-01-01,26
2024-01-26,ORD-000264,Event,SKU-000170,Kairo Vest 149,S-M,1,508000,508000,462000,46000,462000,301000,161000,2024-01-01,26
2024-01-26,ORD-000251,Event,SKU-000166,Orion Blouse 147,L,1,373000,373000,184000,189000,184000,0,184000,2024-01-01,26
2024-01-26,ORD-000254,Event,SKU-000167,Raka Skirt 038,S,1,302000,302000,153000,149000,153000,55000,98000,2024-01-01,26
2024-01-26,ORD-000285,Event,SKU-000175,Raka Jacket 012,S,1,378000,378000,231000,147000,231000,0,231000,2024-01-01,26
2024-01-26,ORD-000247,Website-Online,SKU-000164,Nova Skirt 107,XL,1,268000,268000,268000,0,268000,0,268000,2024-01-01,26
2024-01-26,ORD-000248,Event,SKU-000077,Iris Dress 008,S,1,315000,315000,193000,122000,193000,0,193000,2024-01-01,26
2024-01-26,ORD-000234,Event,SKU-000158,Mika Tee 144,S,1,331000,331000,168000,163000,168000,55000,113000,2024-01-01,26
2024-01-26,ORD-000290,Event,SKU-000179,Mika Vest 152,S-M,1,480000,480000,436000,44000,436000,301000,135000,2024-01-01,26
2024-01-26,ORD-000295,Event,SKU-000114,Iris Dress 008,M,1,315000,315000,193000,122000,193000,0,193000,2024-01-01,26
2024-01-26,ORD-000257,Event,SKU-000056,Luna Skirt 018,M,1,331000,331000,168000,163000,168000,55000,113000,2024-01-01,26
2024-01-26,ORD-000300,Event,SKU-000052,Iris Dress 008,L,1,315000,315000,193000,122000,193000,0,193000,2024-01-01,26
2024-01-26,ORD-000302,Event,SKU-000026,Vela Vest 143,XL,1,364000,364000,185000,179000,185000,0,185000,2024-01-01,26
2024-01-26,ORD-000286,Event,SKU-000144,Nova Pants 129,ALL SIZE,2,98000,196000,98000,0,196000,0,196000,2024-01-01,26
2024-01-26,ORD-000252,Event,SKU-000144,Nova Pants 129,ALL SIZE,1,98000,98000,98000,0,98000,0,98000,2024-01-01,26
2024-01-26,ORD-000241,Event,SKU-000161,Luna Skirt 018,S,1,331000,331000,168000,163000,168000,55000,113000,2024-01-01,26
2024-01-26,ORD-000267,Event,SKU-000172,Sol Pants 151,L-XL,1,527000,527000,479000,48000,479000,301000,178000,2024-01-01,26
2024-01-26,ORD-000271,Event,SKU-000169,Nara Blouse 150,L-XL,1,532000,532000,484000,48000,484000,301000,183000,2024-01-01,26
2024-01-26,ORD-000282,Event,SKU-000174,Sol Pants 151,S-M,1,527000,527000,479000,48000,479000,301000,178000,2024-01-01,26
2024-01-26,ORD-000245,Event,SKU-000022,Luna Skirt 018,L,1,331000,331000,168000,163000,168000,55000,113000,2024-01-01,26
2024-01-26,ORD-000289,Website-Online,SKU-000178,Aster Blouse 074,M,1,155000,155000,155000,0,155000,0,155000,2024-01-01,26
2024-01-27,ORD-000355,Event,SKU-000141,Aster Skirt 123,M,1,313000,313000,159000,154000,159000,0,159000,2024-01-01,27
2024-01-27,ORD-000358,Event,SKU-000126,Aster Skirt 123,L,1,313000,313000,159000,154000,159000,0,159000,2024-01-01,27
2024-01-27,ORD-000317,Event,SKU-000126,Aster Skirt 123,L,1,313000,313000,159000,154000,159000,55000,104000,2024-01-01,27
2024-01-27,ORD-000342,Event,SKU-000073,Raka Shirt 066,ALL SIZE,1,494000,494000,294000,200000,294000,75000,219000,2024-01-01,27
2024-01-27,ORD-000322,Event,SKU-000190,Nara Jacket 026,M,1,288000,288000,146000,142000,146000,55000,91000,2024-01-01,27
2024-01-27,ORD-000347,Event,SKU-000077,Iris Dress 008,S,1,315000,315000,193000,122000,193000,0,193000,2024-01-01,27
2024-01-27,ORD-000358,Event,SKU-000185,Raven Pants 033,L,1,330000,330000,168000,162000,168000,75000,93000,2024-01-01,27
2024-01-27,ORD-000313,Event,SKU-000102,Raka Jacket 012,M,1,378000,378000,231000,147000,231000,0,231000,2024-01-01,27
2024-01-27,ORD-000335,Event,SKU-000016,Raven Skirt 014,S,1,361000,361000,183000,178000,183000,55000,128000,2024-01-01,27
2024-01-27,ORD-000348,Event,SKU-000144,Nova Pants 129,ALL SIZE,1,98000,98000,98000,0,98000,0,98000,2024-01-01,27
2024-01-27,ORD-000358,Event,SKU-000198,Mika Jacket 160,ALL SIZE,1,533000,533000,318000,215000,318000,0,318000,2024-01-01,27
2024-01-27,ORD-000333,Event,SKU-000193,Aster Skirt 123,S,1,313000,313000,159000,154000,159000,55000,104000,2024-01-01,27
2024-01-27,ORD-000354,Event,SKU-000144,Nova Pants 129,ALL SIZE,1,98000,98000,98000,0,98000,75000,23000,2024-01-01,27
2024-01-27,ORD-000328,Event,SKU-000162,Raka Skirt 038,XL,1,302000,302000,153000,149000,153000,0,153000,2024-01-01,27
2024-01-27,ORD-000318,Event,SKU-000042,Raven Skirt 122,XL,1,285000,285000,145000,140000,145000,55000,90000,2024-01-01,27
2024-01-27,ORD-000315,Event,SKU-000114,Iris Dress 008,M,1,315000,315000,193000,122000,193000,0,193000,2024-01-01,27
2024-01-27,ORD-000340,Event,SKU-000141,Aster Skirt 123,M,1,313000,313000,159000,154000,159000,0,159000,2024-01-01,27
2024-01-27,ORD-000338,Event,SKU-000028,Luna Outer 024,ALL SIZE,1,560000,560000,334000,226000,334000,0,334000,2024-01-01,27
2024-01-27,ORD-000319,Event,SKU-000077,Iris Dress 008,S,1,315000,315000,193000,122000,193000,0,193000,2024-01-01,27
2024-01-27,ORD-000321,Event,SKU-000144,Nova Pants 129,ALL SIZE,1,98000,98000,98000,0,98000,0,98000,2024-01-01,27
2024-01-27,ORD-000350,Event,SKU-000145,Nova Shirt 130,ALL SIZE,1,163000,163000,163000,0,163000,75000,88000,2024-01-01,27
2024-01-27,ORD-000324,Event,SKU-000141,Aster Skirt 123,M,1,313000,313000,159000,154000,159000,55000,104000,2024-01-01,27
2024-01-27,ORD-000334,Event,SKU-000189,Raven Skirt 122,S,1,285000,285000,145000,140000,145000,55000,90000,2024-01-01,27
2024-01-27,ORD-000325,Event,SKU-000031,Nara Jacket 026,S,1,288000,288000,146000,142000,146000,55000,91000,2024-01-01,27
2024-01-28,ORD-000370,Website-Online,SKU-000207,Alya Tee 105,S,1,259000,259000,259000,0,259000,0,259000,2024-01-01,28
2024-01-28,ORD-000363,Event,SKU-000201,Kairo Tee 124,L,1,330000,330000,168000,162000,168000,55000,113000,2024-01-01,28
2024-01-28,ORD-000366,Event,SKU-000205,Orion Blouse 147,S,1,373000,373000,184000,189000,184000,0,184000,2024-01-01,28
2024-01-28,ORD-000366,Event,SKU-000201,Kairo Tee 124,L,1,330000,330000,168000,162000,168000,0,168000,2024-01-01,28
2024-01-28,ORD-000362,Event,SKU-000060,Nova Blouse 055,M,1,348000,348000,348000,0,348000,0,348000,2024-01-01,28
2024-01-28,ORD-000379,Event,SKU-000212,Raka Outer 169,M,1,852000,852000,570000,282000,570000,0,570000,2024-01-01,28
2024-01-28,ORD-000376,Website-Online,SKU-000210,Kairo Outer 039,L,1,360000,360000,206000,154000,206000,0,206000,2024-01-01,28
2024-01-28,ORD-000373,Event,SKU-000137,Vela Shirt 121,ALL SIZE,2,54000,108000,54000,0,108000,0,108000,2024-01-01,28
2024-01-28,ORD-000380,Website-Online,SKU-000213,Alya Outer 170,M,1,319000,319000,319000,0,319000,0,319000,2024-01-01,28
2024-01-29,ORD-000398,Website-Online,SKU-000218,Iris Pants 141,S,1,257000,257000,257000,0,257000,0,257000,2024-01-01,29
2024-01-29,ORD-000400,Store,SKU-000219,Luna Vest 172,ALL SIZE,1,480000,480000,480000,0,480000,0,480000,2024-01-01,29
2024-01-30,ORD-000403,Website-Online,SKU-000177,Mika Jacket 154,M,1,314000,314000,314000,0,314000,0,314000,2024-01-01,30
2024-01-30,ORD-000415,Store,SKU-000124,Alya Jacket 180,M,1,681000,681000,485000,196000,485000,0,485000,2024-01-01,30
2024-01-30,ORD-000404,Website-Online,SKU-000177,Mika Jacket 154,M,1,314000,314000,314000,0,314000,0,314000,2024-01-01,30
2024-01-30,ORD-000416,Store,SKU-000033,Raven Vest 182,M,1,414000,414000,257000,157000,257000,0,257000,2024-01-01,30
2024-01-30,ORD-000402,Store,SKU-000082,Nova Pants 173,M,1,421000,421000,421000,0,421000,0,421000,2024-01-01,30
2024-01-30,ORD-000405,Website-Online,SKU-000216,Aster Blouse 171,M,1,449000,449000,283000,166000,283000,0,283000,2024-01-01,30
2024-01-30,ORD-000413,Store,SKU-000141,Orion Pants 179,M,1,368000,368000,232000,136000,232000,0,232000,2024-01-01,30
2024-01-30,ORD-000409,Website-Online,SKU-000224,Nova Pants 177,XL,1,384000,384000,294000,90000,294000,0,294000,2024-01-01,30
2024-01-31,ORD-000423,Store,,Alya Dress 185,,1,212000,212000,212000,0,212000,0,212000,2024-01-01,31
2024-01-31,ORD-000420,Website-Online,SKU-000082,Nara Vest 071,M,1,388000,388000,388000,0,388000,0,388000,2024-01-01,31
2024-01-31,ORD-000424,E-Commerce,SKU-000185,Orion Blouse 158,L,1,364000,364000,229000,135000,229000,0,229000,2024-01-01,31
2024-02-01,ORD-000433,Website-Online,SKU-000234,Kairo Vest 186,XL,1,952000,952000,739000,213000,739000,0,739000,2024-02-01,1
2024-02-02,ORD-000435,Website-Online,SKU-000240,Sora Top 194,L,1,175000,175000,175000,0,175000,0,175000,2024-02-01,2
2024-02-02,ORD-000439,Website-Online,SKU-000224,Nova Pants 177,XL,1,384000,384000,294000,90000,294000,0,294000,2024-02-01,2
2024-02-02,ORD-000435,Website-Online,SKU-000241,Iris Skirt 193,L,1,181000,181000,181000,0,181000,0,181000,2024-02-01,2
2024-02-02,ORD-000434,Website-Online,SKU-000235,Sol Dress 189,M,1,218000,218000,218000,0,218000,0,218000,2024-02-01,2
2024-02-02,ORD-000436,Website-Online,SKU-000214,Mika Jacket 154,S,1,314000,314000,314000,0,314000,0,314000,2024-02-01,2
2024-02-04,ORD-000444,Store,SKU-000212,Nara Outer 196,M,1,857000,857000,666000,191000,666000,0,666000,2024-02-01,4
2024-02-04,ORD-000445,Store,SKU-000155,Vela Outer 197,L,1,275000,275000,275000,0,275000,0,275000,2024-02-01,4
2024-02-05,ORD-000449,Store,,Raka Pants 032,,1,332000,332000,332000,0,332000,0,332000,2024-02-01,5
2024-02-05,ORD-000450,Store,,Raven Pants 184,,2,202000,404000,202000,0,404000,0,404000,2024-02-01,5
2024-02-05,ORD-000455,Website-Online,SKU-000249,Kairo Shirt 201,S,1,198000,198000,198000,0,198000,198000,0,2024-02-01,5
2024-02-05,ORD-000452,Website-Online,SKU-000241,Iris Skirt 193,L,1,181000,181000,181000,0,181000,181000,0,2024-02-01,5
2024-02-05,ORD-000456,Website-Online,SKU-000250,Orion Jacket 202,M,1,190000,190000,190000,0,190000,0,190000,2024-02-01,5
2024-02-06,ORD-000463,Website-Online,SKU-000253,Aster Tee 146,M,1,333000,333000,333000,0,333000,0,333000,2024-02-01,6
2024-02-06,ORD-000464,E-Commerce,,Alya Dress 185,,1,212000,212000,212000,0,212000,0,212000,2024-02-01,6
2024-02-07,ORD-000465,Website-Online,SKU-000150,Mika Jacket 154,L,1,314000,314000,314000,0,314000,0,314000,2024-02-01,7
2024-02-08,ORD-000467,Website-Online,SKU-000172,Sol Pants 151,L-XL,1,527000,527000,186000,341000,186000,0,186000,2024-02-01,8
2024-02-08,ORD-000466,Website-Online,SKU-000169,Nara Blouse 150,L-XL,1,532000,532000,188000,344000,188000,0,188000,2024-02-01,8
2024-02-09,ORD-000475,Website-Online,SKU-000214,Mika Jacket 154,S,1,314000,314000,314000,0,314000,0,314000,2024-02-01,9
2024-02-10,ORD-000486,Website-Online,SKU-000198,Mika Jacket 160,ALL SIZE,1,533000,533000,269000,264000,269000,0,269000,2024-02-01,10
2024-02-10,ORD-000484,Website-Online,SKU-000261,Alya Blouse 210,ALL SIZE,1,271000,271000,96000,175000,96000,0,96000,2024-02-01,10
2024-02-10,ORD-000484,Website-Online,SKU-000265,Mika Jacket 025,S-M,1,677000,677000,222000,455000,222000,0,222000,2024-02-01,10
2024-02-10,ORD-000483,Website-Online,SKU-000059,Mika Skirt 214,S,1,452000,452000,223000,229000,223000,0,223000,2024-02-01,10
2024-02-11,ORD-000493,Store,SKU-000269,Raven Jacket 219,L,1,230000,230000,230000,0,230000,0,230000,2024-02-01,11
2024-02-12,ORD-000503,Website-Online,SKU-000178,Aster Blouse 074,M,1,155000,155000,155000,0,155000,0,155000,2024-02-01,12
2024-02-12,ORD-000502,Store,,Sora Tee 224,,1,294000,294000,294000,0,294000,0,294000,2024-02-01,12
2024-02-12,ORD-000498,Website-Online,SKU-000272,Alya Jacket 223,XL,1,874000,874000,679000,195000,679000,0,679000,2024-02-01,12
2024-02-12,ORD-000499,Website-Online,SKU-000236,Raka Pants 190,M,1,213000,213000,213000,0,213000,0,213000,2024-02-01,12
2024-02-14,ORD-000510,Website-Online,SKU-000213,Alya Outer 170,M,1,319000,319000,319000,0,319000,0,319000,2024-02-01,14
2024-02-14,ORD-000512,Store,SKU-000091,Elara Outer 081,L,1,282000,282000,190000,92000,190000,0,190000,2024-02-01,14
2024-02-15,ORD-000515,Website-Online,SKU-000271,Sol Shirt 192,XL,1,232000,232000,232000,0,232000,0,232000,2024-02-01,15
2024-02-16,ORD-000519,Website-Online,SKU-000279,Sora Blouse 229,L,1,266000,266000,266000,0,266000,0,266000,2024-02-01,16
2024-02-17,ORD-000523,Store,SKU-000236,Alya Skirt 218,M,1,183000,183000,183000,0,183000,0,183000,2024-02-01,17
2024-02-17,ORD-000522,Store,SKU-000251,Sol Top 230,M,1,177000,177000,177000,0,177000,0,177000,2024-02-01,17
2024-02-17,ORD-000526,Website-Online,SKU-000274,Orion Top 199,M,1,353000,353000,353000,0,353000,0,353000,2024-02-01,17
2024-02-18,ORD-000527,Store,SKU-000181,Nova Dress 233,S,1,369000,369000,233000,136000,233000,0,233000,2024-02-01,18
2024-02-18,ORD-000528,Website-Online,SKU-000114,Iris Dress 008,M,1,315000,315000,219000,96000,219000,0,219000,2024-02-01,18
2024-02-19,ORD-000534,Website-Online,SKU-000281,Sol Dress 231,XL,1,437000,437000,437000,0,437000,0,437000,2024-02-01,19
2024-02-19,ORD-000537,Website-Online,SKU-000287,Alya Jacket 236,S,1,464000,464000,464000,0,464000,435000,29000,2024-02-01,19
2024-02-19,ORD-000544,Website-Online,SKU-000291,Sol Vest 239,S,1,542000,542000,542000,0,542000,505000,37000,2024-02-01,19
2024-02-19,ORD-000543,Website-Online,SKU-000290,Elara Skirt 238,M,1,404000,404000,404000,0,404000,404000,0,2024-02-01,19
2024-02-19,ORD-000539,Store,SKU-000209,Iris Skirt 237,L,1,280000,280000,280000,0,280000,0,280000,2024-02-01,19
